name,from,to,departure,fare_sl,fare_1ac,fare_2ac,fare_3ac
North Bengal Express 54643,Dhanbad Junction,Darbhanga Junction,05:53,313,1159,128,584
Kolkata Intercity Express 54644,Dhanbad Junction,Darbhanga Junction,07:28,325,1201,133,605
Bihar Bengal Express 54645,Dhanbad Junction,Darbhanga Junction,09:03,337,1242,138,626
Sundarban Express 54646,Dhanbad Junction,Darbhanga Junction,10:38,349,1284,142,648
Teesta Express 54647,Dhanbad Junction,Darbhanga Junction,12:13,361,1325,147,669
Rajdhani Regional Express 54648,Dhanbad Junction,Darbhanga Junction,13:48,373,1366,152,689
East Corridor Express 54649,Dhanbad Junction,Darbhanga Junction,15:23,385,1408,156,711
Jan Seva Express 54650,Dhanbad Junction,Darbhanga Junction,16:58,397,1449,161,732
Eastern India Express 54651,Dhanbad Junction,Samastipur Junction,05:34,450,1632,182,825
Ganga Valley Express 54652,Dhanbad Junction,Samastipur Junction,07:09,462,1673,186,847
North Bengal Express 54653,Dhanbad Junction,Samastipur Junction,08:44,474,1715,191,868
Kolkata Intercity Express 54654,Dhanbad Junction,Samastipur Junction,10:19,486,1756,195,889
Bihar Bengal Express 54655,Dhanbad Junction,Samastipur Junction,11:54,498,1798,200,910
Sundarban Express 54656,Dhanbad Junction,Samastipur Junction,13:29,510,1839,205,931
Teesta Express 54657,Dhanbad Junction,Samastipur Junction,15:04,522,1880,210,952
Rajdhani Regional Express 54658,Dhanbad Junction,Samastipur Junction,16:39,534,1922,214,974
East Corridor Express 54659,Dhanbad Junction,Samastipur Junction,18:14,546,1963,219,994
Jan Seva Express 54660,Dhanbad Junction,Samastipur Junction,19:49,558,2005,223,1016
Eastern India Express 54661,Dhanbad Junction,Barauni Junction,08:21,230,873,96,438
Ganga Valley Express 54662,Dhanbad Junction,Barauni Junction,09:56,242,914,101,459
North Bengal Express 54663,Dhanbad Junction,Barauni Junction,11:31,254,956,106,480
Kolkata Intercity Express 54664,Dhanbad Junction,Barauni Junction,13:06,266,997,110,501
Bihar Bengal Express 54665,Dhanbad Junction,Barauni Junction,14:41,278,1039,115,522
Sundarban Express 54666,Dhanbad Junction,Barauni Junction,16:16,290,1080,120,543
Teesta Express 54667,Dhanbad Junction,Barauni Junction,17:51,302,1121,124,565
Rajdhani Regional Express 54668,Dhanbad Junction,Barauni Junction,19:26,314,1163,129,586
East Corridor Express 54669,Dhanbad Junction,Barauni Junction,21:01,326,1204,133,607
Jan Seva Express 54670,Dhanbad Junction,Barauni Junction,22:36,338,1246,138,628
Eastern India Express 54671,Dhanbad Junction,Katihar Junction,11:11,125,511,56,252
Ganga Valley Express 54672,Dhanbad Junction,Katihar Junction,12:46,137,552,60,274
North Bengal Express 54673,Dhanbad Junction,Katihar Junction,14:21,149,594,65,295
Kolkata Intercity Express 54674,Dhanbad Junction,Katihar Junction,15:56,161,635,70,316
Bihar Bengal Express 54675,Dhanbad Junction,Katihar Junction,17:31,173,676,74,337
Sundarban Express 54676,Dhanbad Junction,Katihar Junction,19:06,185,718,79,358
Teesta Express 54677,Dhanbad Junction,Katihar Junction,20:41,197,759,83,380
Rajdhani Regional Express 54678,Dhanbad Junction,Katihar Junction,22:16,209,801,88,401
East Corridor Express 54679,Dhanbad Junction,Katihar Junction,23:51,221,842,93,422
Jan Seva Express 54680,Dhanbad Junction,Katihar Junction,01:26,233,883,97,443
Eastern India Express 54681,Dhanbad Junction,Chhapra Junction,14:01,297,1104,122,556
Ganga Valley Express 54682,Dhanbad Junction,Chhapra Junction,15:36,309,1146,127,577
North Bengal Express 54683,Dhanbad Junction,Chhapra Junction,17:11,321,1187,132,598
Kolkata Intercity Express 54684,Dhanbad Junction,Chhapra Junction,18:46,333,1228,136,619
Bihar Bengal Express 54685,Dhanbad Junction,Chhapra Junction,20:21,345,1270,141,640
Sundarban Express 54686,Dhanbad Junction,Chhapra Junction,21:56,357,1311,146,661
Teesta Express 54687,Dhanbad Junction,Chhapra Junction,23:31,369,1353,150,683
Rajdhani Regional Express 54688,Dhanbad Junction,Chhapra Junction,01:06,381,1394,155,704
East Corridor Express 54689,Dhanbad Junction,Chhapra Junction,02:41,393,1435,159,725
Jan Seva Express 54690,Dhanbad Junction,Chhapra Junction,04:16,405,1477,164,746
Eastern India Express 54691,Dhanbad Junction,Ara Junction,16:47,359,1318,146,665
Ganga Valley Express 54692,Dhanbad Junction,Ara Junction,18:22,371,1359,151,686
North Bengal Express 54693,Dhanbad Junction,Ara Junction,19:57,383,1401,156,707
Kolkata Intercity Express 54694,Dhanbad Junction,Ara Junction,21:32,395,1442,160,729
Bihar Bengal Express 54695,Dhanbad Junction,Ara Junction,23:07,407,1484,165,750
Sundarban Express 54696,Dhanbad Junction,Ara Junction,00:42,419,1525,170,770
Teesta Express 54697,Dhanbad Junction,Ara Junction,02:17,431,1566,174,792
Rajdhani Regional Express 54698,Dhanbad Junction,Ara Junction,03:52,443,1608,179,813
East Corridor Express 54699,Dhanbad Junction,Ara Junction,05:27,455,1649,184,834
Jan Seva Express 54700,Dhanbad Junction,Ara Junction,07:02,467,1691,188,856
Eastern India Express 54701,Dhanbad Junction,Buxar Junction,19:39,419,1525,170,770
Ganga Valley Express 54702,Dhanbad Junction,Buxar Junction,21:14,431,1566,174,792
North Bengal Express 54703,Dhanbad Junction,Buxar Junction,22:49,443,1608,179,813
Kolkata Intercity Express 54704,Dhanbad Junction,Buxar Junction,00:24,455,1649,184,834
Bihar Bengal Express 54705,Dhanbad Junction,Buxar Junction,01:59,467,1691,188,856
Sundarban Express 54706,Dhanbad Junction,Buxar Junction,03:34,479,1732,193,876
Teesta Express 54707,Dhanbad Junction,Buxar Junction,05:09,491,1773,197,898
Rajdhani Regional Express 54708,Dhanbad Junction,Buxar Junction,06:44,503,1815,202,919
East Corridor Express 54709,Dhanbad Junction,Buxar Junction,08:19,515,1856,207,940
Jan Seva Express 54710,Dhanbad Junction,Buxar Junction,09:54,527,1898,212,961
Eastern India Express 54711,Dhanbad Junction,Hajipur Junction,22:31,227,863,95,433
Ganga Valley Express 54712,Dhanbad Junction,Hajipur Junction,00:06,239,904,100,453
North Bengal Express 54713,Dhanbad Junction,Hajipur Junction,01:41,251,945,104,475
Kolkata Intercity Express 54714,Dhanbad Junction,Hajipur Junction,03:16,263,987,109,496
Bihar Bengal Express 54715,Dhanbad Junction,Hajipur Junction,04:51,275,1028,114,517
Sundarban Express 54716,Dhanbad Junction,Hajipur Junction,06:26,287,1070,118,539
Teesta Express 54717,Dhanbad Junction,Hajipur Junction,08:01,299,1111,123,559
Rajdhani Regional Express 54718,Dhanbad Junction,Hajipur Junction,09:36,311,1152,128,580
East Corridor Express 54719,Dhanbad Junction,Hajipur Junction,11:11,323,1194,132,602
Jan Seva Express 54720,Dhanbad Junction,Hajipur Junction,12:46,335,1235,137,623
Eastern India Express 54721,Dhanbad Junction,Sonpur Junction,01:20,359,1318,146,665
Ganga Valley Express 54722,Dhanbad Junction,Sonpur Junction,02:55,371,1359,151,686
North Bengal Express 54723,Dhanbad Junction,Sonpur Junction,04:30,383,1401,156,707
Kolkata Intercity Express 54724,Dhanbad Junction,Sonpur Junction,06:05,395,1442,160,729
Bihar Bengal Express 54725,Dhanbad Junction,Sonpur Junction,07:40,407,1484,165,750
Sundarban Express 54726,Dhanbad Junction,Sonpur Junction,09:15,419,1525,170,770
Teesta Express 54727,Dhanbad Junction,Sonpur Junction,10:50,431,1566,174,792
Rajdhani Regional Express 54728,Dhanbad Junction,Sonpur Junction,12:25,443,1608,179,813
East Corridor Express 54729,Dhanbad Junction,Sonpur Junction,14:00,455,1649,184,834
Jan Seva Express 54730,Dhanbad Junction,Sonpur Junction,15:35,467,1691,188,856
Eastern India Express 54731,Dhanbad Junction,Saharsa Junction,04:11,257,966,107,485
Ganga Valley Express 54732,Dhanbad Junction,Saharsa Junction,05:46,269,1008,111,507
North Bengal Express 54733,Dhanbad Junction,Saharsa Junction,07:21,281,1049,116,528
Kolkata Intercity Express 54734,Dhanbad Junction,Saharsa Junction,08:56,293,1090,121,548
Bihar Bengal Express 54735,Dhanbad Junction,Saharsa Junction,10:31,305,1132,125,570
Sundarban Express 54736,Dhanbad Junction,Saharsa Junction,12:06,317,1173,130,591
Teesta Express 54737,Dhanbad Junction,Saharsa Junction,13:41,329,1215,135,612
Rajdhani Regional Express 54738,Dhanbad Junction,Saharsa Junction,15:16,341,1256,139,634
East Corridor Express 54739,Dhanbad Junction,Saharsa Junction,16:51,353,1297,144,654
Jan Seva Express 54740,Dhanbad Junction,Saharsa Junction,18:26,365,1339,149,675
Eastern India Express 54741,Dhanbad Junction,Purnea Junction,07:00,366,1342,149,677
Ganga Valley Express 54742,Dhanbad Junction,Purnea Junction,08:35,378,1384,154,698
North Bengal Express 54743,Dhanbad Junction,Purnea Junction,10:10,390,1425,158,720
Kolkata Intercity Express 54744,Dhanbad Junction,Purnea Junction,11:45,402,1466,163,741
Bihar Bengal Express 54745,Dhanbad Junction,Purnea Junction,13:20,414,1508,168,762
Sundarban Express 54746,Dhanbad Junction,Purnea Junction,14:55,426,1549,172,783
Teesta Express 54747,Dhanbad Junction,Purnea Junction,16:30,438,1591,177,804
Rajdhani Regional Express 54748,Dhanbad Junction,Purnea Junction,18:05,450,1632,182,825
East Corridor Express 54749,Dhanbad Junction,Purnea Junction,19:40,462,1673,186,847
Jan Seva Express 54750,Dhanbad Junction,Purnea Junction,21:15,474,1715,191,868
Eastern India Express 54751,Dhanbad Junction,Kishanganj,09:45,520,1874,209,949
Ganga Valley Express 54752,Dhanbad Junction,Kishanganj,11:20,532,1915,213,970
North Bengal Express 54753,Dhanbad Junction,Kishanganj,12:55,544,1956,218,991
Kolkata Intercity Express 54754,Dhanbad Junction,Kishanganj,14:30,556,1998,223,1012
Bihar Bengal Express 54755,Dhanbad Junction,Kishanganj,16:05,568,2039,227,1034
Sundarban Express 54756,Dhanbad Junction,Kishanganj,17:40,580,2081,232,1055
Teesta Express 54757,Dhanbad Junction,Kishanganj,19:15,592,2122,237,1075
Rajdhani Regional Express 54758,Dhanbad Junction,Kishanganj,20:50,604,2163,241,1097
East Corridor Express 54759,Dhanbad Junction,Kishanganj,22:25,616,2205,246,1118
Jan Seva Express 54760,Dhanbad Junction,Kishanganj,00:00,628,2246,251,1139
Eastern India Express 54761,Dhanbad Junction,Dehri-on-Sone,12:38,190,735,81,367
Ganga Valley Express 54762,Dhanbad Junction,Dehri-on-Sone,14:13,202,776,85,389
North Bengal Express 54763,Dhanbad Junction,Dehri-on-Sone,15:48,214,818,90,410
Kolkata Intercity Express 54764,Dhanbad Junction,Dehri-on-Sone,17:23,226,859,95,430
Bihar Bengal Express 54765,Dhanbad Junction,Dehri-on-Sone,18:58,238,901,99,452
Sundarban Express 54766,Dhanbad Junction,Dehri-on-Sone,20:33,250,942,104,473
Teesta Express 54767,Dhanbad Junction,Dehri-on-Sone,22:08,262,983,109,494
Rajdhani Regional Express 54768,Dhanbad Junction,Dehri-on-Sone,23:43,274,1025,113,516
East Corridor Express 54769,Dhanbad Junction,Dehri-on-Sone,01:18,286,1066,118,536
Jan Seva Express 54770,Dhanbad Junction,Dehri-on-Sone,02:53,298,1108,123,557
Eastern India Express 54771,Dhanbad Junction,Sasaram Junction,15:31,189,732,80,366
Ganga Valley Express 54772,Dhanbad Junction,Sasaram Junction,17:06,201,773,85,387
North Bengal Express 54773,Dhanbad Junction,Sasaram Junction,18:41,213,814,90,407
Kolkata Intercity Express 54774,Dhanbad Junction,Sasaram Junction,20:16,225,856,94,429
Bihar Bengal Express 54775,Dhanbad Junction,Sasaram Junction,21:51,237,897,99,450
Sundarban Express 54776,Dhanbad Junction,Sasaram Junction,23:26,249,939,104,471
Teesta Express 54777,Dhanbad Junction,Sasaram Junction,01:01,261,980,108,493
Rajdhani Regional Express 54778,Dhanbad Junction,Sasaram Junction,02:36,273,1021,113,513
East Corridor Express 54779,Dhanbad Junction,Sasaram Junction,04:11,285,1063,118,534
Jan Seva Express 54780,Dhanbad Junction,Sasaram Junction,05:46,297,1104,122,556
Eastern India Express 54781,Dhanbad Junction,Motihari (Bapudham Motihari),18:33,354,1301,144,657
Ganga Valley Express 54782,Dhanbad Junction,Motihari (Bapudham Motihari),20:08,366,1342,149,677
North Bengal Express 54783,Dhanbad Junction,Motihari (Bapudham Motihari),21:43,378,1384,154,698
Kolkata Intercity Express 54784,Dhanbad Junction,Motihari (Bapudham Motihari),23:18,390,1425,158,720
Bihar Bengal Express 54785,Dhanbad Junction,Motihari (Bapudham Motihari),00:53,402,1466,163,741
Sundarban Express 54786,Dhanbad Junction,Motihari (Bapudham Motihari),02:28,414,1508,168,762
Teesta Express 54787,Dhanbad Junction,Motihari (Bapudham Motihari),04:03,426,1549,172,783
Rajdhani Regional Express 54788,Dhanbad Junction,Motihari (Bapudham Motihari),05:38,438,1591,177,804
East Corridor Express 54789,Dhanbad Junction,Motihari (Bapudham Motihari),07:13,450,1632,182,825
Jan Seva Express 54790,Dhanbad Junction,Motihari (Bapudham Motihari),08:48,462,1673,186,847
Eastern India Express 54791,Dhanbad Junction,Bettiah,21:02,425,1546,172,781
Ganga Valley Express 54792,Dhanbad Junction,Bettiah,22:37,437,1587,177,802
North Bengal Express 54793,Dhanbad Junction,Bettiah,00:12,449,1629,181,824
Kolkata Intercity Express 54794,Dhanbad Junction,Bettiah,01:47,461,1670,186,845
Bihar Bengal Express 54795,Dhanbad Junction,Bettiah,03:22,473,1711,190,866
Sundarban Express 54796,Dhanbad Junction,Bettiah,04:57,485,1753,195,887
Teesta Express 54797,Dhanbad Junction,Bettiah,06:32,497,1794,200,908
Rajdhani Regional Express 54798,Dhanbad Junction,Bettiah,08:07,509,1836,204,930
East Corridor Express 54799,Dhanbad Junction,Bettiah,09:42,521,1877,209,951
Jan Seva Express 54800,Dhanbad Junction,Bettiah,11:17,533,1918,214,971
Eastern India Express 54801,Dhanbad Junction,Raxaul Junction,00:00,169,663,73,330
Ganga Valley Express 54802,Dhanbad Junction,Raxaul Junction,01:35,181,704,77,352
North Bengal Express 54803,Dhanbad Junction,Raxaul Junction,03:10,193,745,82,372
Kolkata Intercity Express 54804,Dhanbad Junction,Raxaul Junction,04:45,205,787,87,393
Bihar Bengal Express 54805,Dhanbad Junction,Raxaul Junction,06:20,217,828,91,415
Sundarban Express 54806,Dhanbad Junction,Raxaul Junction,07:55,229,870,96,436
Teesta Express 54807,Dhanbad Junction,Raxaul Junction,09:30,241,911,101,457
Rajdhani Regional Express 54808,Dhanbad Junction,Raxaul Junction,11:05,253,952,105,478
East Corridor Express 54809,Dhanbad Junction,Raxaul Junction,12:40,265,994,110,499
Jan Seva Express 54810,Dhanbad Junction,Raxaul Junction,14:15,277,1035,115,520
Eastern India Express 54811,Dhanbad Junction,Siwan Junction,02:49,224,852,94,427
Ganga Valley Express 54812,Dhanbad Junction,Siwan Junction,04:24,236,894,99,448
North Bengal Express 54813,Dhanbad Junction,Siwan Junction,05:59,248,935,103,470
Kolkata Intercity Express 54814,Dhanbad Junction,Siwan Junction,07:34,260,977,108,491
Bihar Bengal Express 54815,Dhanbad Junction,Siwan Junction,09:09,272,1018,113,511
Sundarban Express 54816,Dhanbad Junction,Siwan Junction,10:44,284,1059,117,533
Teesta Express 54817,Dhanbad Junction,Siwan Junction,12:19,296,1101,122,554
Rajdhani Regional Express 54818,Dhanbad Junction,Siwan Junction,13:54,308,1142,127,575
East Corridor Express 54819,Dhanbad Junction,Siwan Junction,15:29,320,1184,131,597
Jan Seva Express 54820,Dhanbad Junction,Siwan Junction,17:04,332,1225,136,617
Eastern India Express 54821,Dhanbad Junction,Begusarai,05:34,390,1425,158,720
Ganga Valley Express 54822,Dhanbad Junction,Begusarai,07:09,402,1466,163,741
North Bengal Express 54823,Dhanbad Junction,Begusarai,08:44,414,1508,168,762
Kolkata Intercity Express 54824,Dhanbad Junction,Begusarai,10:19,426,1549,172,783
Bihar Bengal Express 54825,Dhanbad Junction,Begusarai,11:54,438,1591,177,804
Sundarban Express 54826,Dhanbad Junction,Begusarai,13:29,450,1632,182,825
Teesta Express 54827,Dhanbad Junction,Begusarai,15:04,462,1673,186,847
Rajdhani Regional Express 54828,Dhanbad Junction,Begusarai,16:39,474,1715,191,868
East Corridor Express 54829,Dhanbad Junction,Begusarai,18:14,486,1756,195,889
Jan Seva Express 54830,Dhanbad Junction,Begusarai,19:49,498,1798,200,910
Eastern India Express 54831,Dhanbad Junction,Khagaria Junction,08:32,332,1225,136,617
Ganga Valley Express 54832,Dhanbad Junction,Khagaria Junction,10:07,344,1266,140,639
North Bengal Express 54833,Dhanbad Junction,Khagaria Junction,11:42,356,1308,145,660
Kolkata Intercity Express 54834,Dhanbad Junction,Khagaria Junction,13:17,368,1349,150,681
Bihar Bengal Express 54835,Dhanbad Junction,Khagaria Junction,14:52,380,1391,155,702
Sundarban Express 54836,Dhanbad Junction,Khagaria Junction,16:27,392,1432,159,723
Teesta Express 54837,Dhanbad Junction,Khagaria Junction,18:02,404,1473,164,744
Rajdhani Regional Express 54838,Dhanbad Junction,Khagaria Junction,19:37,416,1515,168,766
East Corridor Express 54839,Dhanbad Junction,Khagaria Junction,21:12,428,1556,173,787
Jan Seva Express 54840,Dhanbad Junction,Khagaria Junction,22:47,440,1598,178,808
Eastern India Express 54841,Dhanbad Junction,Jamalpur Junction,11:22,444,1611,179,815
Ganga Valley Express 54842,Dhanbad Junction,Jamalpur Junction,12:57,456,1653,184,836
North Bengal Express 54843,Dhanbad Junction,Jamalpur Junction,14:32,468,1694,189,857
Kolkata Intercity Express 54844,Dhanbad Junction,Jamalpur Junction,16:07,480,1736,193,879
Bihar Bengal Express 54845,Dhanbad Junction,Jamalpur Junction,17:42,492,1777,198,899
Sundarban Express 54846,Dhanbad Junction,Jamalpur Junction,19:17,504,1818,203,920
Teesta Express 54847,Dhanbad Junction,Jamalpur Junction,20:52,516,1860,207,942
Rajdhani Regional Express 54848,Dhanbad Junction,Jamalpur Junction,22:27,528,1901,212,963
East Corridor Express 54849,Dhanbad Junction,Jamalpur Junction,00:02,540,1943,217,984
Jan Seva Express 54850,Dhanbad Junction,Jamalpur Junction,01:37,552,1984,221,1005
Eastern India Express 54851,Dhanbad Junction,Nawada,14:01,319,1180,131,594
Ganga Valley Express 54852,Dhanbad Junction,Nawada,15:36,331,1221,135,616
North Bengal Express 54853,Dhanbad Junction,Nawada,17:11,343,1263,140,637
Kolkata Intercity Express 54854,Dhanbad Junction,Nawada,18:46,355,1304,145,658
Bihar Bengal Express 54855,Dhanbad Junction,Nawada,20:21,367,1346,149,680
Sundarban Express 54856,Dhanbad Junction,Nawada,21:56,379,1387,154,700
Teesta Express 54857,Dhanbad Junction,Nawada,23:31,391,1428,159,721
Rajdhani Regional Express 54858,Dhanbad Junction,Nawada,01:06,403,1470,163,743
East Corridor Express 54859,Dhanbad Junction,Nawada,02:41,415,1511,168,764
Jan Seva Express 54860,Dhanbad Junction,Nawada,04:16,427,1553,173,785
Eastern India Express 54861,Dhanbad Junction,Jehanabad,16:54,204,783,86,392
Ganga Valley Express 54862,Dhanbad Junction,Jehanabad,18:29,216,825,91,413
North Bengal Express 54863,Dhanbad Junction,Jehanabad,20:04,228,866,96,434
Kolkata Intercity Express 54864,Dhanbad Junction,Jehanabad,21:39,240,908,100,456
Bihar Bengal Express 54865,Dhanbad Junction,Jehanabad,23:14,252,949,105,476
Sundarban Express 54866,Dhanbad Junction,Jehanabad,00:49,264,990,109,498
Teesta Express 54867,Dhanbad Junction,Jehanabad,02:24,276,1032,114,519
Rajdhani Regional Express 54868,Dhanbad Junction,Jehanabad,03:59,288,1073,119,540
East Corridor Express 54869,Dhanbad Junction,Jehanabad,05:34,300,1115,124,561
Jan Seva Express 54870,Dhanbad Junction,Jehanabad,07:09,312,1156,128,582
Eastern India Express 54871,Dhanbad Junction,Jaynagar,19:43,267,1001,111,503
Ganga Valley Express 54872,Dhanbad Junction,Jaynagar,21:18,279,1042,115,524
North Bengal Express 54873,Dhanbad Junction,Jaynagar,22:53,291,1083,120,545
Kolkata Intercity Express 54874,Dhanbad Junction,Jaynagar,00:28,303,1125,125,566
Bihar Bengal Express 54875,Dhanbad Junction,Jaynagar,02:03,315,1166,129,588
Sundarban Express 54876,Dhanbad Junction,Jaynagar,03:38,327,1208,134,609
Teesta Express 54877,Dhanbad Junction,Jaynagar,05:13,339,1249,138,630
Rajdhani Regional Express 54878,Dhanbad Junction,Jaynagar,06:48,351,1290,143,651
East Corridor Express 54879,Dhanbad Junction,Jaynagar,08:23,363,1332,148,672
Jan Seva Express 54880,Dhanbad Junction,Jaynagar,09:58,375,1373,153,693
Eastern India Express 54881,Dhanbad Junction,Narkatiaganj Junction,22:46,421,1532,170,775
Ganga Valley Express 54882,Dhanbad Junction,Narkatiaganj Junction,00:21,433,1573,175,795
North Bengal Express 54883,Dhanbad Junction,Narkatiaganj Junction,01:56,445,1615,180,816
Kolkata Intercity Express 54884,Dhanbad Junction,Narkatiaganj Junction,03:31,457,1656,184,838
Bihar Bengal Express 54885,Dhanbad Junction,Narkatiaganj Junction,05:06,469,1698,189,859
Sundarban Express 54886,Dhanbad Junction,Narkatiaganj Junction,06:41,481,1739,194,880
Teesta Express 54887,Dhanbad Junction,Narkatiaganj Junction,08:16,493,1780,198,901
Rajdhani Regional Express 54888,Dhanbad Junction,Narkatiaganj Junction,09:51,505,1822,203,922
East Corridor Express 54889,Dhanbad Junction,Narkatiaganj Junction,11:26,517,1863,208,943
Jan Seva Express 54890,Dhanbad Junction,Narkatiaganj Junction,13:01,529,1905,212,965
Eastern India Express 54891,Dhanbad Junction,Ranchi Junction,01:30,496,1791,199,907
Ganga Valley Express 54892,Dhanbad Junction,Ranchi Junction,03:05,508,1832,204,928
North Bengal Express 54893,Dhanbad Junction,Ranchi Junction,04:40,520,1874,209,949
Kolkata Intercity Express 54894,Dhanbad Junction,Ranchi Junction,06:15,532,1915,213,970
Bihar Bengal Express 54895,Dhanbad Junction,Ranchi Junction,07:50,544,1956,218,991
Sundarban Express 54896,Dhanbad Junction,Ranchi Junction,09:25,556,1998,223,1012
Teesta Express 54897,Dhanbad Junction,Ranchi Junction,11:00,568,2039,227,1034
Rajdhani Regional Express 54898,Dhanbad Junction,Ranchi Junction,12:35,580,2081,232,1055
East Corridor Express 54899,Dhanbad Junction,Ranchi Junction,14:10,592,2122,237,1075
Jan Seva Express 54900,Dhanbad Junction,Ranchi Junction,15:45,604,2163,241,1097
Eastern India Express 54901,Dhanbad Junction,Tatanagar Junction (Jamshedpur),04:36,263,987,109,496
Ganga Valley Express 54902,Dhanbad Junction,Tatanagar Junction (Jamshedpur),06:11,275,1028,114,517
North Bengal Express 54903,Dhanbad Junction,Tatanagar Junction (Jamshedpur),07:46,287,1070,118,539
Kolkata Intercity Express 54904,Dhanbad Junction,Tatanagar Junction (Jamshedpur),09:21,299,1111,123,559
Bihar Bengal Express 54905,Dhanbad Junction,Tatanagar Junction (Jamshedpur),10:56,311,1152,128,580
Sundarban Express 54906,Dhanbad Junction,Tatanagar Junction (Jamshedpur),12:31,323,1194,132,602
Teesta Express 54907,Dhanbad Junction,Tatanagar Junction (Jamshedpur),14:06,335,1235,137,623
Rajdhani Regional Express 54908,Dhanbad Junction,Tatanagar Junction (Jamshedpur),15:41,347,1277,142,644
East Corridor Express 54909,Dhanbad Junction,Tatanagar Junction (Jamshedpur),17:16,359,1318,146,665
Jan Seva Express 54910,Dhanbad Junction,Tatanagar Junction (Jamshedpur),18:51,371,1359,151,686
Eastern India Express 54911,Dhanbad Junction,Bokaro Steel City,07:12,437,1587,177,802
Ganga Valley Express 54912,Dhanbad Junction,Bokaro Steel City,08:47,449,1629,181,824
North Bengal Express 54913,Dhanbad Junction,Bokaro Steel City,10:22,461,1670,186,845
Kolkata Intercity Express 54914,Dhanbad Junction,Bokaro Steel City,11:57,473,1711,190,866
Bihar Bengal Express 54915,Dhanbad Junction,Bokaro Steel City,13:32,485,1753,195,887
Sundarban Express 54916,Dhanbad Junction,Bokaro Steel City,15:07,497,1794,200,908
Teesta Express 54917,Dhanbad Junction,Bokaro Steel City,16:42,509,1836,204,930
Rajdhani Regional Express 54918,Dhanbad Junction,Bokaro Steel City,18:17,521,1877,209,951
East Corridor Express 54919,Dhanbad Junction,Bokaro Steel City,19:52,533,1918,214,971
Jan Seva Express 54920,Dhanbad Junction,Bokaro Steel City,21:27,545,1960,218,993
Eastern India Express 54921,Dhanbad Junction,Jasidih Junction,10:01,409,1491,166,753
Ganga Valley Express 54922,Dhanbad Junction,Jasidih Junction,11:36,421,1532,170,775
North Bengal Express 54923,Dhanbad Junction,Jasidih Junction,13:11,433,1573,175,795
Kolkata Intercity Express 54924,Dhanbad Junction,Jasidih Junction,14:46,445,1615,180,816
Bihar Bengal Express 54925,Dhanbad Junction,Jasidih Junction,16:21,457,1656,184,838
Sundarban Express 54926,Dhanbad Junction,Jasidih Junction,17:56,469,1698,189,859
Teesta Express 54927,Dhanbad Junction,Jasidih Junction,19:31,481,1739,194,880
Rajdhani Regional Express 54928,Dhanbad Junction,Jasidih Junction,21:06,493,1780,198,901
East Corridor Express 54929,Dhanbad Junction,Jasidih Junction,22:41,505,1822,203,922
Jan Seva Express 54930,Dhanbad Junction,Jasidih Junction,00:16,517,1863,208,943
Eastern India Express 54931,Dhanbad Junction,Madhupur Junction,12:52,204,783,86,392
Ganga Valley Express 54932,Dhanbad Junction,Madhupur Junction,14:27,216,825,91,413
North Bengal Express 54933,Dhanbad Junction,Madhupur Junction,16:02,228,866,96,434
Kolkata Intercity Express 54934,Dhanbad Junction,Madhupur Junction,17:37,240,908,100,456
Bihar Bengal Express 54935,Dhanbad Junction,Madhupur Junction,19:12,252,949,105,476
Sundarban Express 54936,Dhanbad Junction,Madhupur Junction,20:47,264,990,109,498
Teesta Express 54937,Dhanbad Junction,Madhupur Junction,22:22,276,1032,114,519
Rajdhani Regional Express 54938,Dhanbad Junction,Madhupur Junction,23:57,288,1073,119,540
East Corridor Express 54939,Dhanbad Junction,Madhupur Junction,01:32,300,1115,124,561
Jan Seva Express 54940,Dhanbad Junction,Madhupur Junction,03:07,312,1156,128,582
Eastern India Express 54941,Dhanbad Junction,Koderma Junction,15:41,325,1201,133,605
Ganga Valley Express 54942,Dhanbad Junction,Koderma Junction,17:16,337,1242,138,626
North Bengal Express 54943,Dhanbad Junction,Koderma Junction,18:51,349,1284,142,648
Kolkata Intercity Express 54944,Dhanbad Junction,Koderma Junction,20:26,361,1325,147,669
Bihar Bengal Express 54945,Dhanbad Junction,Koderma Junction,22:01,373,1366,152,689
Sundarban Express 54946,Dhanbad Junction,Koderma Junction,23:36,385,1408,156,711
Teesta Express 54947,Dhanbad Junction,Koderma Junction,01:11,397,1449,161,732
Rajdhani Regional Express 54948,Dhanbad Junction,Koderma Junction,02:46,409,1491,166,753
East Corridor Express 54949,Dhanbad Junction,Koderma Junction,04:21,421,1532,170,775
Jan Seva Express 54950,Dhanbad Junction,Koderma Junction,05:56,433,1573,175,795
Eastern India Express 54951,Dhanbad Junction,Deoghar Junction,18:31,259,973,107,489
Ganga Valley Express 54952,Dhanbad Junction,Deoghar Junction,20:06,271,1014,112,510
North Bengal Express 54953,Dhanbad Junction,Deoghar Junction,21:41,283,1056,117,531
Kolkata Intercity Express 54954,Dhanbad Junction,Deoghar Junction,23:16,295,1097,122,552
Bihar Bengal Express 54955,Dhanbad Junction,Deoghar Junction,00:51,307,1139,126,574
Sundarban Express 54956,Dhanbad Junction,Deoghar Junction,02:26,319,1180,131,594
Teesta Express 54957,Dhanbad Junction,Deoghar Junction,04:01,331,1221,135,616
Rajdhani Regional Express 54958,Dhanbad Junction,Deoghar Junction,05:36,343,1263,140,637
