name,from,to,departure,fare_sitting,fare_sleeper
CityLink Travels 34035,Ramgarh Cantt,Hajipur Junction,23:25,261,444
Eastern Star Travels 34036,Ramgarh Cantt,Sonpur Junction,15:08,129,239
North Bengal Express Bus 34037,Ramgarh Cantt,Sonpur Junction,17:41,139,255
GreenLine Travels 34038,Ramgarh Cantt,Sonpur Junction,20:14,149,270
Royal Roadways 34039,Ramgarh Cantt,Sonpur Junction,22:47,159,286
CityLink Travels 34040,Ramgarh Cantt,Sonpur Junction,01:20,169,301
Eastern Star Travels 34041,Ramgarh Cantt,Saharsa Junction,17:03,284,480
North Bengal Express Bus 34042,Ramgarh Cantt,Saharsa Junction,19:36,294,495
GreenLine Travels 34043,Ramgarh Cantt,Saharsa Junction,22:09,304,511
Royal Roadways 34044,Ramgarh Cantt,Saharsa Junction,00:42,314,526
CityLink Travels 34045,Ramgarh Cantt,Saharsa Junction,03:15,324,542
Eastern Star Travels 34046,Ramgarh Cantt,Purnea Junction,18:58,226,390
North Bengal Express Bus 34047,Ramgarh Cantt,Purnea Junction,21:31,236,405
GreenLine Travels 34048,Ramgarh Cantt,Purnea Junction,00:04,246,421
Royal Roadways 34049,Ramgarh Cantt,Purnea Junction,02:37,256,436
CityLink Travels 34050,Ramgarh Cantt,Purnea Junction,05:10,266,452
Eastern Star Travels 34051,Ramgarh Cantt,Kishanganj,20:53,253,432
North Bengal Express Bus 34052,Ramgarh Cantt,Kishanganj,23:26,263,447
GreenLine Travels 34053,Ramgarh Cantt,Kishanganj,01:59,273,463
Royal Roadways 34054,Ramgarh Cantt,Kishanganj,04:32,283,478
CityLink Travels 34055,Ramgarh Cantt,Kishanganj,07:05,293,494
Eastern Star Travels 34056,Ramgarh Cantt,Dehri-on-Sone,22:48,330,551
North Bengal Express Bus 34057,Ramgarh Cantt,Dehri-on-Sone,01:21,340,567
GreenLine Travels 34058,Ramgarh Cantt,Dehri-on-Sone,03:54,350,582
Royal Roadways 34059,Ramgarh Cantt,Dehri-on-Sone,06:27,360,598
CityLink Travels 34060,Ramgarh Cantt,Dehri-on-Sone,09:00,370,613
Eastern Star Travels 34061,Ramgarh Cantt,Sasaram Junction,00:43,218,377
North Bengal Express Bus 34062,Ramgarh Cantt,Sasaram Junction,03:16,228,393
GreenLine Travels 34063,Ramgarh Cantt,Sasaram Junction,05:49,238,408
Royal Roadways 34064,Ramgarh Cantt,Sasaram Junction,08:22,248,424
CityLink Travels 34065,Ramgarh Cantt,Sasaram Junction,10:55,258,439
Eastern Star Travels 34066,Ramgarh Cantt,Motihari (Bapudham Motihari),02:38,148,269
North Bengal Express Bus 34067,Ramgarh Cantt,Motihari (Bapudham Motihari),05:11,158,284
GreenLine Travels 34068,Ramgarh Cantt,Motihari (Bapudham Motihari),07:44,168,300
Royal Roadways 34069,Ramgarh Cantt,Motihari (Bapudham Motihari),10:17,178,315
CityLink Travels 34070,Ramgarh Cantt,Motihari (Bapudham Motihari),12:50,188,331
Eastern Star Travels 34071,Ramgarh Cantt,Bettiah,04:33,372,616
North Bengal Express Bus 34072,Ramgarh Cantt,Bettiah,07:06,382,632
GreenLine Travels 34073,Ramgarh Cantt,Bettiah,09:39,392,647
Royal Roadways 34074,Ramgarh Cantt,Bettiah,12:12,402,663
CityLink Travels 34075,Ramgarh Cantt,Bettiah,14:45,412,678
Eastern Star Travels 34076,Ramgarh Cantt,Raxaul Junction,06:28,296,498
North Bengal Express Bus 34077,Ramgarh Cantt,Raxaul Junction,09:01,306,514
GreenLine Travels 34078,Ramgarh Cantt,Raxaul Junction,11:34,316,529
Royal Roadways 34079,Ramgarh Cantt,Raxaul Junction,14:07,326,545
CityLink Travels 34080,Ramgarh Cantt,Raxaul Junction,16:40,336,560
Eastern Star Travels 34081,Ramgarh Cantt,Siwan Junction,08:23,176,312
North Bengal Express Bus 34082,Ramgarh Cantt,Siwan Junction,10:56,186,328
GreenLine Travels 34083,Ramgarh Cantt,Siwan Junction,13:29,196,343
Royal Roadways 34084,Ramgarh Cantt,Siwan Junction,16:02,206,359
CityLink Travels 34085,Ramgarh Cantt,Siwan Junction,18:35,216,374
Eastern Star Travels 34086,Ramgarh Cantt,Begusarai,10:18,104,201
North Bengal Express Bus 34087,Ramgarh Cantt,Begusarai,12:51,114,216
GreenLine Travels 34088,Ramgarh Cantt,Begusarai,15:24,124,232
Royal Roadways 34089,Ramgarh Cantt,Begusarai,17:57,134,247
CityLink Travels 34090,Ramgarh Cantt,Begusarai,20:30,144,263
Eastern Star Travels 34091,Ramgarh Cantt,Khagaria Junction,12:13,294,495
North Bengal Express Bus 34092,Ramgarh Cantt,Khagaria Junction,14:46,304,511
GreenLine Travels 34093,Ramgarh Cantt,Khagaria Junction,17:19,314,526
Royal Roadways 34094,Ramgarh Cantt,Khagaria Junction,19:52,324,542
CityLink Travels 34095,Ramgarh Cantt,Khagaria Junction,22:25,334,557
Eastern Star Travels 34096,Ramgarh Cantt,Jamalpur Junction,14:08,266,452
North Bengal Express Bus 34097,Ramgarh Cantt,Jamalpur Junction,16:41,276,467
GreenLine Travels 34098,Ramgarh Cantt,Jamalpur Junction,19:14,286,483
Royal Roadways 34099,Ramgarh Cantt,Jamalpur Junction,21:47,296,498
CityLink Travels 34100,Ramgarh Cantt,Jamalpur Junction,00:20,306,514
Eastern Star Travels 34101,Ramgarh Cantt,Nawada,16:03,189,332
North Bengal Express Bus 34102,Ramgarh Cantt,Nawada,18:36,199,348
GreenLine Travels 34103,Ramgarh Cantt,Nawada,21:09,209,363
Royal Roadways 34104,Ramgarh Cantt,Nawada,23:42,219,379
CityLink Travels 34105,Ramgarh Cantt,Nawada,02:15,229,394
Eastern Star Travels 34106,Ramgarh Cantt,Jehanabad,17:58,311,522
North Bengal Express Bus 34107,Ramgarh Cantt,Jehanabad,20:31,321,537
GreenLine Travels 34108,Ramgarh Cantt,Jehanabad,23:04,331,553
Royal Roadways 34109,Ramgarh Cantt,Jehanabad,01:37,341,568
CityLink Travels 34110,Ramgarh Cantt,Jehanabad,04:10,351,584
Eastern Star Travels 34111,Ramgarh Cantt,Jaynagar,19:53,218,377
North Bengal Express Bus 34112,Ramgarh Cantt,Jaynagar,22:26,228,393
GreenLine Travels 34113,Ramgarh Cantt,Jaynagar,00:59,238,408
Royal Roadways 34114,Ramgarh Cantt,Jaynagar,03:32,248,424
CityLink Travels 34115,Ramgarh Cantt,Jaynagar,06:05,258,439
Eastern Star Travels 34116,Ramgarh Cantt,Narkatiaganj Junction,21:48,195,342
North Bengal Express Bus 34117,Ramgarh Cantt,Narkatiaganj Junction,00:21,205,357
GreenLine Travels 34118,Ramgarh Cantt,Narkatiaganj Junction,02:54,215,373
Royal Roadways 34119,Ramgarh Cantt,Narkatiaganj Junction,05:27,225,388
CityLink Travels 34120,Ramgarh Cantt,Narkatiaganj Junction,08:00,235,404
Eastern Star Travels 34121,Ramgarh Cantt,Ranchi Junction,23:43,396,653
North Bengal Express Bus 34122,Ramgarh Cantt,Ranchi Junction,02:16,406,669
GreenLine Travels 34123,Ramgarh Cantt,Ranchi Junction,04:49,416,684
Royal Roadways 34124,Ramgarh Cantt,Ranchi Junction,07:22,426,700
CityLink Travels 34125,Ramgarh Cantt,Ranchi Junction,09:55,436,715
Eastern Star Travels 34126,Ramgarh Cantt,Dhanbad Junction,01:38,263,447
North Bengal Express Bus 34127,Ramgarh Cantt,Dhanbad Junction,04:11,273,463
GreenLine Travels 34128,Ramgarh Cantt,Dhanbad Junction,06:44,283,478
Royal Roadways 34129,Ramgarh Cantt,Dhanbad Junction,09:17,293,494
CityLink Travels 34130,Ramgarh Cantt,Dhanbad Junction,11:50,303,509
Eastern Star Travels 34131,Ramgarh Cantt,Tatanagar Junction (Jamshedpur),03:33,149,270
North Bengal Express Bus 34132,Ramgarh Cantt,Tatanagar Junction (Jamshedpur),06:06,159,286
GreenLine Travels 34133,Ramgarh Cantt,Tatanagar Junction (Jamshedpur),08:39,169,301
Royal Roadways 34134,Ramgarh Cantt,Tatanagar Junction (Jamshedpur),11:12,179,317
CityLink Travels 34135,Ramgarh Cantt,Tatanagar Junction (Jamshedpur),13:45,189,332
Eastern Star Travels 34136,Ramgarh Cantt,Bokaro Steel City,05:28,148,269
North Bengal Express Bus 34137,Ramgarh Cantt,Bokaro Steel City,08:01,158,284
GreenLine Travels 34138,Ramgarh Cantt,Bokaro Steel City,10:34,168,300
Royal Roadways 34139,Ramgarh Cantt,Bokaro Steel City,13:07,178,315
CityLink Travels 34140,Ramgarh Cantt,Bokaro Steel City,15:40,188,331
Eastern Star Travels 34141,Ramgarh Cantt,Jasidih Junction,07:23,317,531
North Bengal Express Bus 34142,Ramgarh Cantt,Jasidih Junction,09:56,327,546
GreenLine Travels 34143,Ramgarh Cantt,Jasidih Junction,12:29,337,562
Royal Roadways 34144,Ramgarh Cantt,Jasidih Junction,15:02,347,577
CityLink Travels 34145,Ramgarh Cantt,Jasidih Junction,17:35,357,593
Eastern Star Travels 34146,Ramgarh Cantt,Madhupur Junction,09:18,241,413
North Bengal Express Bus 34147,Ramgarh Cantt,Madhupur Junction,11:51,251,429
GreenLine Travels 34148,Ramgarh Cantt,Madhupur Junction,14:24,261,444
Royal Roadways 34149,Ramgarh Cantt,Madhupur Junction,16:57,271,460
CityLink Travels 34150,Ramgarh Cantt,Madhupur Junction,19:30,281,475
Eastern Star Travels 34151,Ramgarh Cantt,Koderma Junction,11:13,134,247
North Bengal Express Bus 34152,Ramgarh Cantt,Koderma Junction,13:46,144,263
GreenLine Travels 34153,Ramgarh Cantt,Koderma Junction,16:19,154,278
Royal Roadways 34154,Ramgarh Cantt,Koderma Junction,18:52,164,294
CityLink Travels 34155,Ramgarh Cantt,Koderma Junction,21:25,174,309
Eastern Star Travels 34156,Ramgarh Cantt,Deoghar Junction,13:08,305,512
North Bengal Express Bus 34157,Ramgarh Cantt,Deoghar Junction,15:41,315,528
GreenLine Travels 34158,Ramgarh Cantt,Deoghar Junction,18:14,325,543
Royal Roadways 34159,Ramgarh Cantt,Deoghar Junction,20:47,335,559
CityLink Travels 34160,Ramgarh Cantt,Deoghar Junction,23:20,345,574
Eastern Star Travels 34161,Ramgarh Cantt,Hatia,15:03,238,408
North Bengal Express Bus 34162,Ramgarh Cantt,Hatia,17:36,248,424
GreenLine Travels 34163,Ramgarh Cantt,Hatia,20:09,258,439
Royal Roadways 34164,Ramgarh Cantt,Hatia,22:42,268,455
CityLink Travels 34165,Ramgarh Cantt,Hatia,01:15,278,470
Eastern Star Travels 34166,Ramgarh Cantt,Barkakana Junction,16:58,247,422
North Bengal Express Bus 34167,Ramgarh Cantt,Barkakana Junction,19:31,257,438
GreenLine Travels 34168,Ramgarh Cantt,Barkakana Junction,22:04,267,453
Royal Roadways 34169,Ramgarh Cantt,Barkakana Junction,00:37,277,469
CityLink Travels 34170,Ramgarh Cantt,Barkakana Junction,03:10,287,484
Eastern Star Travels 34171,Ramgarh Cantt,Daltonganj,18:53,354,588
North Bengal Express Bus 34172,Ramgarh Cantt,Daltonganj,21:26,364,604
GreenLine Travels 34173,Ramgarh Cantt,Daltonganj,23:59,374,619
Royal Roadways 34174,Ramgarh Cantt,Daltonganj,02:32,384,635
CityLink Travels 34175,Ramgarh Cantt,Daltonganj,05:05,394,650
Eastern Star Travels 34176,Ramgarh Cantt,Chandrapura Junction,20:48,242,415
North Bengal Express Bus 34177,Ramgarh Cantt,Chandrapura Junction,23:21,252,430
GreenLine Travels 34178,Ramgarh Cantt,Chandrapura Junction,01:54,262,446
Royal Roadways 34179,Ramgarh Cantt,Chandrapura Junction,04:27,272,461
CityLink Travels 34180,Ramgarh Cantt,Chandrapura Junction,07:00,282,477
Eastern Star Travels 34181,Ramgarh Cantt,Gomoh Junction (NSCB Gomoh),22:43,159,286
North Bengal Express Bus 34182,Ramgarh Cantt,Gomoh Junction (NSCB Gomoh),01:16,169,301
GreenLine Travels 34183,Ramgarh Cantt,Gomoh Junction (NSCB Gomoh),03:49,179,317
Royal Roadways 34184,Ramgarh Cantt,Gomoh Junction (NSCB Gomoh),06:22,189,332
CityLink Travels 34185,Ramgarh Cantt,Gomoh Junction (NSCB Gomoh),08:55,199,348
Eastern Star Travels 34186,Ramgarh Cantt,Sahibganj Junction,00:38,202,353
North Bengal Express Bus 34187,Ramgarh Cantt,Sahibganj Junction,03:11,212,368
GreenLine Travels 34188,Ramgarh Cantt,Sahibganj Junction,05:44,222,384
Royal Roadways 34189,Ramgarh Cantt,Sahibganj Junction,08:17,232,399
CityLink Travels 34190,Ramgarh Cantt,Sahibganj Junction,10:50,242,415
Eastern Star Travels 34191,Ramgarh Cantt,Dumka,02:33,319,534
North Bengal Express Bus 34192,Ramgarh Cantt,Dumka,05:06,329,549
GreenLine Travels 34193,Ramgarh Cantt,Dumka,07:39,339,565
Royal Roadways 34194,Ramgarh Cantt,Dumka,10:12,349,580
CityLink Travels 34195,Ramgarh Cantt,Dumka,12:45,359,596
Eastern Star Travels 34196,Ramgarh Cantt,Garhwa Road Junction,04:28,199,348
North Bengal Express Bus 34197,Ramgarh Cantt,Garhwa Road Junction,07:01,209,363
GreenLine Travels 34198,Ramgarh Cantt,Garhwa Road Junction,09:34,219,379
Royal Roadways 34199,Ramgarh Cantt,Garhwa Road Junction,12:07,229,394
CityLink Travels 34200,Ramgarh Cantt,Garhwa Road Junction,14:40,239,410
Eastern Star Travels 34201,Ramgarh Cantt,Chakradharpur,06:23,312,523
North Bengal Express Bus 34202,Ramgarh Cantt,Chakradharpur,08:56,322,539
GreenLine Travels 34203,Ramgarh Cantt,Chakradharpur,11:29,332,554
Royal Roadways 34204,Ramgarh Cantt,Chakradharpur,14:02,342,570
CityLink Travels 34205,Ramgarh Cantt,Chakradharpur,16:35,352,585
Eastern Star Travels 34206,Ramgarh Cantt,Ghatsila,08:18,272,461
North Bengal Express Bus 34207,Ramgarh Cantt,Ghatsila,10:51,282,477
GreenLine Travels 34208,Ramgarh Cantt,Ghatsila,13:24,292,492
Royal Roadways 34209,Ramgarh Cantt,Ghatsila,15:57,302,508
CityLink Travels 34210,Ramgarh Cantt,Ghatsila,18:30,312,523
Eastern Star Travels 34211,Ramgarh Cantt,Pakur,10:13,202,353
North Bengal Express Bus 34212,Ramgarh Cantt,Pakur,12:46,212,368
GreenLine Travels 34213,Ramgarh Cantt,Pakur,15:19,222,384
Royal Roadways 34214,Ramgarh Cantt,Pakur,17:52,232,399
CityLink Travels 34215,Ramgarh Cantt,Pakur,20:25,242,415
Eastern Star Travels 34216,Ramgarh Cantt,Hazaribagh Town,12:08,335,559
North Bengal Express Bus 34217,Ramgarh Cantt,Hazaribagh Town,14:41,345,574
GreenLine Travels 34218,Ramgarh Cantt,Hazaribagh Town,17:14,355,590
Royal Roadways 34219,Ramgarh Cantt,Hazaribagh Town,19:47,365,605
CityLink Travels 34220,Ramgarh Cantt,Hazaribagh Town,22:20,375,621
Eastern Star Travels 34221,Ramgarh Cantt,Latehar,14:03,238,408
North Bengal Express Bus 34222,Ramgarh Cantt,Latehar,16:36,248,424
GreenLine Travels 34223,Ramgarh Cantt,Latehar,19:09,258,439
Royal Roadways 34224,Ramgarh Cantt,Latehar,21:42,268,455
CityLink Travels 34225,Ramgarh Cantt,Latehar,00:15,278,470
Eastern Star Travels 34226,Ramgarh Cantt,Lohardaga,15:58,197,345
North Bengal Express Bus 34227,Ramgarh Cantt,Lohardaga,18:31,207,360
GreenLine Travels 34228,Ramgarh Cantt,Lohardaga,21:04,217,376
Royal Roadways 34229,Ramgarh Cantt,Lohardaga,23:37,227,391
CityLink Travels 34230,Ramgarh Cantt,Lohardaga,02:10,237,407
Eastern Star Travels 34231,Ramgarh Cantt,Chaibasa,17:53,410,675
North Bengal Express Bus 34232,Ramgarh Cantt,Chaibasa,20:26,420,691
GreenLine Travels 34233,Ramgarh Cantt,Chaibasa,22:59,430,706
Royal Roadways 34234,Ramgarh Cantt,Chaibasa,01:32,440,722
CityLink Travels 34235,Ramgarh Cantt,Chaibasa,04:05,450,737
Eastern Star Travels 34236,Ramgarh Cantt,Giridih,19:48,287,484
North Bengal Express Bus 34237,Ramgarh Cantt,Giridih,22:21,297,500
GreenLine Travels 34238,Ramgarh Cantt,Giridih,00:54,307,515
Royal Roadways 34239,Ramgarh Cantt,Giridih,03:27,317,531
CityLink Travels 34240,Ramgarh Cantt,Giridih,06:00,327,546
Eastern Star Travels 34241,Ramgarh Cantt,Khastri (Netaji Subhash Chandra Bose Gomoh),21:43,173,308
North Bengal Express Bus 34242,Ramgarh Cantt,Khastri (Netaji Subhash Chandra Bose Gomoh),00:16,183,323
GreenLine Travels 34243,Ramgarh Cantt,Khastri (Netaji Subhash Chandra Bose Gomoh),02:49,193,339
Royal Roadways 34244,Ramgarh Cantt,Khastri (Netaji Subhash Chandra Bose Gomoh),05:22,203,354
CityLink Travels 34245,Ramgarh Cantt,Khastri (Netaji Subhash Chandra Bose Gomoh),07:55,213,370
Eastern Star Travels 34246,Ramgarh Cantt,Parasnath,23:38,134,247
North Bengal Express Bus 34247,Ramgarh Cantt,Parasnath,02:11,144,263
GreenLine Travels 34248,Ramgarh Cantt,Parasnath,04:44,154,278
Royal Roadways 34249,Ramgarh Cantt,Parasnath,07:17,164,294
CityLink Travels 34250,Ramgarh Cantt,Parasnath,09:50,174,309
Eastern Star Travels 34251,Ramgarh Cantt,Kumardhubi,01:33,331,553
North Bengal Express Bus 34252,Ramgarh Cantt,Kumardhubi,04:06,341,568
GreenLine Travels 34253,Ramgarh Cantt,Kumardhubi,06:39,351,584
Royal Roadways 34254,Ramgarh Cantt,Kumardhubi,09:12,361,599
CityLink Travels 34255,Ramgarh Cantt,Kumardhubi,11:45,371,615
Eastern Star Travels 34256,Ramgarh Cantt,Godda,03:28,263,447
North Bengal Express Bus 34257,Ramgarh Cantt,Godda,06:01,273,463
GreenLine Travels 34258,Ramgarh Cantt,Godda,08:34,283,478
Royal Roadways 34259,Ramgarh Cantt,Godda,11:07,293,494
CityLink Travels 34260,Ramgarh Cantt,Godda,13:40,303,509
Eastern Star Travels 34261,Ramgarh Cantt,Barharwa Junction,05:23,148,269
North Bengal Express Bus 34262,Ramgarh Cantt,Barharwa Junction,07:56,158,284
GreenLine Travels 34263,Ramgarh Cantt,Barharwa Junction,10:29,168,300
Royal Roadways 34264,Ramgarh Cantt,Barharwa Junction,13:02,178,315
CityLink Travels 34265,Ramgarh Cantt,Barharwa Junction,15:35,188,331
Eastern Star Travels 34266,Chakradharpur,Howrah Junction,07:18,308,517
North Bengal Express Bus 34267,Chakradharpur,Howrah Junction,09:51,318,532
GreenLine Travels 34268,Chakradharpur,Howrah Junction,12:24,328,548
Royal Roadways 34269,Chakradharpur,Howrah Junction,14:57,338,563
CityLink Travels 34270,Chakradharpur,Howrah Junction,17:30,348,579
Eastern Star Travels 34271,Chakradharpur,Kolkata Sealdah,09:13,230,396
North Bengal Express Bus 34272,Chakradharpur,Kolkata Sealdah,11:46,240,412
GreenLine Travels 34273,Chakradharpur,Kolkata Sealdah,14:19,250,427
Royal Roadways 34274,Chakradharpur,Kolkata Sealdah,16:52,260,443
CityLink Travels 34275,Chakradharpur,Kolkata Sealdah,19:25,270,458
Eastern Star Travels 34276,Chakradharpur,Asansol Junction,11:08,228,393
North Bengal Express Bus 34277,Chakradharpur,Asansol Junction,13:41,238,408
GreenLine Travels 34278,Chakradharpur,Asansol Junction,16:14,248,424
Royal Roadways 34279,Chakradharpur,Asansol Junction,18:47,258,439
CityLink Travels 34280,Chakradharpur,Asansol Junction,21:20,268,455
Eastern Star Travels 34281,Chakradharpur,Kharagpur Junction,13:03,303,509
North Bengal Express Bus 34282,Chakradharpur,Kharagpur Junction,15:36,313,525
GreenLine Travels 34283,Chakradharpur,Kharagpur Junction,18:09,323,540
Royal Roadways 34284,Chakradharpur,Kharagpur Junction,20:42,333,556
CityLink Travels 34285,Chakradharpur,Kharagpur Junction,23:15,343,571
Eastern Star Travels 34286,Chakradharpur,New Jalpaiguri Junction,14:58,152,275
North Bengal Express Bus 34287,Chakradharpur,New Jalpaiguri Junction,17:31,162,291
GreenLine Travels 34288,Chakradharpur,New Jalpaiguri Junction,20:04,172,306
Royal Roadways 34289,Chakradharpur,New Jalpaiguri Junction,22:37,182,322
CityLink Travels 34290,Chakradharpur,New Jalpaiguri Junction,01:10,192,337
Eastern Star Travels 34291,Chakradharpur,Durgapur,16:53,295,497
North Bengal Express Bus 34292,Chakradharpur,Durgapur,19:26,305,512
GreenLine Travels 34293,Chakradharpur,Durgapur,21:59,315,528
Royal Roadways 34294,Chakradharpur,Durgapur,00:32,325,543
CityLink Travels 34295,Chakradharpur,Durgapur,03:05,335,559
Eastern Star Travels 34296,Chakradharpur,Malda Town,18:48,307,515
North Bengal Express Bus 34297,Chakradharpur,Malda Town,21:21,317,531
GreenLine Travels 34298,Chakradharpur,Malda Town,23:54,327,546
Royal Roadways 34299,Chakradharpur,Malda Town,02:27,337,562
CityLink Travels 34300,Chakradharpur,Malda Town,05:00,347,577
Eastern Star Travels 34301,Chakradharpur,Burdwan Junction,20:43,134,247
North Bengal Express Bus 34302,Chakradharpur,Burdwan Junction,23:16,144,263
GreenLine Travels 34303,Chakradharpur,Burdwan Junction,01:49,154,278
Royal Roadways 34304,Chakradharpur,Burdwan Junction,04:22,164,294
CityLink Travels 34305,Chakradharpur,Burdwan Junction,06:55,174,309
Eastern Star Travels 34306,Chakradharpur,Santragachi Junction,22:38,152,275
North Bengal Express Bus 34307,Chakradharpur,Santragachi Junction,01:11,162,291
GreenLine Travels 34308,Chakradharpur,Santragachi Junction,03:44,172,306
Royal Roadways 34309,Chakradharpur,Santragachi Junction,06:17,182,322
CityLink Travels 34310,Chakradharpur,Santragachi Junction,08:50,192,337
Eastern Star Travels 34311,Chakradharpur,New Cooch Behar,00:33,270,458
North Bengal Express Bus 34312,Chakradharpur,New Cooch Behar,03:06,280,474
GreenLine Travels 34313,Chakradharpur,New Cooch Behar,05:39,290,489
Royal Roadways 34314,Chakradharpur,New Cooch Behar,08:12,300,505
CityLink Travels 34315,Chakradharpur,New Cooch Behar,10:45,310,520
Eastern Star Travels 34316,Chakradharpur,Rampurhat Junction,02:28,254,433
North Bengal Express Bus 34317,Chakradharpur,Rampurhat Junction,05:01,264,449
GreenLine Travels 34318,Chakradharpur,Rampurhat Junction,07:34,274,464
Royal Roadways 34319,Chakradharpur,Rampurhat Junction,10:07,284,480
CityLink Travels 34320,Chakradharpur,Rampurhat Junction,12:40,294,495
Eastern Star Travels 34321,Chakradharpur,Bandel Junction,04:23,179,317
North Bengal Express Bus 34322,Chakradharpur,Bandel Junction,06:56,189,332
GreenLine Travels 34323,Chakradharpur,Bandel Junction,09:29,199,348
Royal Roadways 34324,Chakradharpur,Bandel Junction,12:02,209,363
CityLink Travels 34325,Chakradharpur,Bandel Junction,14:35,219,379
Eastern Star Travels 34326,Chakradharpur,Kolkata Railway Station,06:18,213,370
North Bengal Express Bus 34327,Chakradharpur,Kolkata Railway Station,08:51,223,385
GreenLine Travels 34328,Chakradharpur,Kolkata Railway Station,11:24,233,401
Royal Roadways 34329,Chakradharpur,Kolkata Railway Station,13:57,243,416
CityLink Travels 34330,Chakradharpur,Kolkata Railway Station,16:30,253,432
Eastern Star Travels 34331,Chakradharpur,Adra Junction,08:13,313,525
North Bengal Express Bus 34332,Chakradharpur,Adra Junction,10:46,323,540
GreenLine Travels 34333,Chakradharpur,Adra Junction,13:19,333,556
Royal Roadways 34334,Chakradharpur,Adra Junction,15:52,343,571
CityLink Travels 34335,Chakradharpur,Adra Junction,18:25,353,587
Eastern Star Travels 34336,Chakradharpur,Bolpur Shantiniketan,10:08,290,489
North Bengal Express Bus 34337,Chakradharpur,Bolpur Shantiniketan,12:41,300,505
GreenLine Travels 34338,Chakradharpur,Bolpur Shantiniketan,15:14,310,520
Royal Roadways 34339,Chakradharpur,Bolpur Shantiniketan,17:47,320,536
CityLink Travels 34340,Chakradharpur,Bolpur Shantiniketan,20:20,330,551
Eastern Star Travels 34341,Chakradharpur,Bankura Junction,12:03,251,429
North Bengal Express Bus 34342,Chakradharpur,Bankura Junction,14:36,261,444
GreenLine Travels 34343,Chakradharpur,Bankura Junction,17:09,271,460
Royal Roadways 34344,Chakradharpur,Bankura Junction,19:42,281,475
CityLink Travels 34345,Chakradharpur,Bankura Junction,22:15,291,491
Eastern Star Travels 34346,Chakradharpur,Katwa Junction,13:58,287,484
North Bengal Express Bus 34347,Chakradharpur,Katwa Junction,16:31,297,500
GreenLine Travels 34348,Chakradharpur,Katwa Junction,19:04,307,515
Royal Roadways 34349,Chakradharpur,Katwa Junction,21:37,317,531
CityLink Travels 34350,Chakradharpur,Katwa Junction,00:10,327,546
Eastern Star Travels 34351,Chakradharpur,Hijli,15:53,105,202
North Bengal Express Bus 34352,Chakradharpur,Hijli,18:26,115,218
GreenLine Travels 34353,Chakradharpur,Hijli,20:59,125,233
Royal Roadways 34354,Chakradharpur,Hijli,23:32,135,249
CityLink Travels 34355,Chakradharpur,Hijli,02:05,145,264
Eastern Star Travels 34356,Chakradharpur,Purulia Junction,17:48,188,331
North Bengal Express Bus 34357,Chakradharpur,Purulia Junction,20:21,198,346
GreenLine Travels 34358,Chakradharpur,Purulia Junction,22:54,208,362
Royal Roadways 34359,Chakradharpur,Purulia Junction,01:27,218,377
CityLink Travels 34360,Chakradharpur,Purulia Junction,04:00,228,393
Eastern Star Travels 34361,Chakradharpur,Dankuni Junction,19:43,327,546
North Bengal Express Bus 34362,Chakradharpur,Dankuni Junction,22:16,337,562
GreenLine Travels 34363,Chakradharpur,Dankuni Junction,00:49,347,577
Royal Roadways 34364,Chakradharpur,Dankuni Junction,03:22,357,593
CityLink Travels 34365,Chakradharpur,Dankuni Junction,05:55,367,608
Eastern Star Travels 34366,Chakradharpur,Chittaranjan,21:38,202,353
North Bengal Express Bus 34367,Chakradharpur,Chittaranjan,00:11,212,368
GreenLine Travels 34368,Chakradharpur,Chittaranjan,02:44,222,384
Royal Roadways 34369,Chakradharpur,Chittaranjan,05:17,232,399
CityLink Travels 34370,Chakradharpur,Chittaranjan,07:50,242,415
Eastern Star Travels 34371,Chakradharpur,Siliguri Junction,23:33,135,249
North Bengal Express Bus 34372,Chakradharpur,Siliguri Junction,02:06,145,264
GreenLine Travels 34373,Chakradharpur,Siliguri Junction,04:39,155,280
Royal Roadways 34374,Chakradharpur,Siliguri Junction,07:12,165,295
CityLink Travels 34375,Chakradharpur,Siliguri Junction,09:45,175,311
Eastern Star Travels 34376,Chakradharpur,Ranaghat Junction,01:28,220,381
North Bengal Express Bus 34377,Chakradharpur,Ranaghat Junction,04:01,230,396
GreenLine Travels 34378,Chakradharpur,Ranaghat Junction,06:34,240,412
Royal Roadways 34379,Chakradharpur,Ranaghat Junction,09:07,250,427
CityLink Travels 34380,Chakradharpur,Ranaghat Junction,11:40,260,443
Eastern Star Travels 34381,Chakradharpur,Andal Junction,03:23,335,559
North Bengal Express Bus 34382,Chakradharpur,Andal Junction,05:56,345,574
GreenLine Travels 34383,Chakradharpur,Andal Junction,08:29,355,590
Royal Roadways 34384,Chakradharpur,Andal Junction,11:02,365,605
CityLink Travels 34385,Chakradharpur,Andal Junction,13:35,375,621
Eastern Star Travels 34386,Chakradharpur,Krishnanagar City Junction,05:18,236,405
North Bengal Express Bus 34387,Chakradharpur,Krishnanagar City Junction,07:51,246,421
GreenLine Travels 34388,Chakradharpur,Krishnanagar City Junction,10:24,256,436
Royal Roadways 34389,Chakradharpur,Krishnanagar City Junction,12:57,266,452
CityLink Travels 34390,Chakradharpur,Krishnanagar City Junction,15:30,276,467
Eastern Star Travels 34391,Chakradharpur,Digha,07:13,214,371
